Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
472,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14844,How WELL did we do it?,21313,932745,"# of caregivers of children 0-8 completing participation in mental health, substance abuse, domestic violence and/or respite care services on schedule as per program model (How Well)",Submitted,135360,How Well,0.0,0.0,0,0.0
474,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21305,932739,"# of caregivers of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,0.0,0.0,0,0.0
476,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,19787,932737,"# of families with children 0-8 receiving information relevant to child mental health, substance abuse, domestic violence and respite care services through outreach efforts (How Much)",Submitted,135352,How Much,88.0,93.0,102,1050.0
477,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21303,932736,# of outreach efforts conducted to recruit caregivers of children 0-8 for services (How Much),Submitted,135352,How Much,0.0,0.0,0,0.0
478,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21302,932735,# of outreach efforts conducted to recruit children 0-8 for services (How Much),Submitted,135352,How Much,0.0,0.0,0,0.0
480,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11486,631414,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14843,How MUCH did we do?,21304,932738,"(3)# of children 0-8 enrolled as participants with service providers relevant to mental health, substance abuse, domestic violence and respite care services through conducted outreach efforts (How Much)",Submitted,135352,How Much,88.0,93.0,102,1050.0
481,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14844,How WELL did we do it?,21454,933266,# & % of newly engaged institutions distributing information relevant to child abuse prevention and intervention on a regular basis (How Well),Submitted,135360,How Well,9.0,12.0,13,6.0
482,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14844,How WELL did we do it?,21452,933265,# & % of newly engaged institutions establishing ongoing relationship to distribute information relevant to child abuse prevention (How Well),Submitted,135360,How Well,9.0,12.0,13,12.0
483,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14843,How MUCH did we do?,21453,933264,# of institutions distributing information relevant to child abuse prevention and intervention on a regular basis (How Well),Submitted,135352,How Much,9.0,12.0,13,6.0
484,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14843,How MUCH did we do?,21451,933263,# of institutions establishing ongoing relationship to distribute information relevant to child abuse prevention (How Much),Submitted,135352,How Much,26.0,5.0,6,12.0
485,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12977,Strategy,11488,631602,"Utilize faith based networks, educational institutions, hospitals, nonprofit agencies and businesses to educate the community on prevention and intervention (1.3)",14843,How MUCH did we do?,21450,933262,# of new institutions engaged on child abuse prevention and intervention education outreach efforts(How Much),Submitted,135352,How Much,75.0,0.0,0,20.0
1232,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14845,Is anyone BETTER OFF?,21931,935209,# & % of systems demonstrating a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135358,Better Off,0.0,0.0,0,6.0
1233,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14845,Is anyone BETTER OFF?,21933,935210,# & % of systems sustaining a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135358,Better Off,0.0,0.0,0,2.0
1234,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21929,935207,# of systems engaged on reform (How Much) SSIC 2.2B,Submitted,135352,How Much,2.0,4.0,4,10.0
1238,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935213,# of systems worked with on reform of disciplinary practices completing implementation of one or more system level changes,Submitted,135352,How Much,0.0,0.0,0,6.0
1239,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935215,# of systems worked with on reform of disciplinary practices sustaining implementation of one or more system level changes,Submitted,135352,How Much,0.0,0.0,0,2.0
1240,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935214,% of systems worked with on reform of disciplinary practices completing implementation of one or more system level changes,Submitted,135352,How Much,0.0,0.0,0,6.0
1241,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935216,% of systems worked with on reform of disciplinary practices sustaining implementation of one or more system level changes,Submitted,135352,How Much,0.0,0.0,0,2.0
